법령명,순번,조문내용
개인정보 보호법,139,"제75조(과태료) ① ① 다음 각 호의 어느 하나에 해당하는 자에게는 5천만원 이하의 과태료를 부과한다. 1. 1.  제25조제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고정형 영상정보처리기기를 설치ㆍ운영한 자 2. 2.  제25조의2제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 이동형 영상정보처리기기로 사람 또는 그 사람과 관련된 사물의 영상을 촬영한 자 ② ② 다음 각 호의 어느 하나에 해당하는 자에게는 3천만원 이하의 과태료를 부과한다. 1. 1.  제16조제3항ㆍ제22조제5항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 재화 또는 서비스의 제공을 거부한 자 2. 2.  제20조제1항ㆍ제2항을 위반하여 정보주체에게 같은 조 제1항 각 호의 사실을 알리지 아니한 자 3. 3.  제20조의2제1항을 위반하여 개인정보의 이용ㆍ제공 내역이나 이용ㆍ제공 내역을 확인할 수 있는 정보시스템에 접속하는 방법을 통지하지 아니한 자 4. 4.  제21조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보의 파기 등 필요한 조치를 하지 아니한 자 5. 5.  제23조제2항ㆍ제24조제3항ㆍ제25조제6항(제25조의2제4항에 따라 준용되는 경우를 포함한다)ㆍ제28조의4제1항ㆍ제29조(제26조제8항에 따라 준용되는 경우를 포함한다)를 위반하여 안전성 확보에 필요한 조치를 하지 아니한 자 6. 6.  제23조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 민감정보의 공개 가능성 및 비공개를 선택하는 방법을 알리지 아니한 자 7. 7.  제24조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 주민등록번호를 처리한 자 8. 8.  제24조의2제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 암호화 조치를 하지 아니한 자 9. 9.  제24조의2제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체가 주민등록번호를 사용하지 아니할 수 있는 방법을 제공하지 아니한 자 10. 10.  제25조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고정형 영상정보처리기기를 설치ㆍ운영한 자 11. 11.  제25조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 사람 또는 그 사람과 관련된 사물의 영상을 촬영한 자 12. 12.  제26조제3항을 위반하여 정보주체에게 알려야 할 사항을 알리지 아니한 자 13. 13.  제28조의5제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인을 알아볼 수 있는 정보가 생성되었음에도 이용을 중지하지 아니하거나 이를 회수ㆍ파기하지 아니한 자 14. 14.  제28조의8제4항(제26조제8항 및 제28조의11에 따라 준용되는 경우를 포함한다)을 위반하여 보호조치를 하지 아니한 자 15. 15.  제32조의2제6항을 위반하여 인증을 받지 아니하였음에도 거짓으로 인증의 내용을 표시하거나 홍보한 자 16. 16.  제33조제1항을 위반하여 영향평가를 하지 아니하거나 그 결과를 보호위원회에 제출하지 아니한 자 17. 17.  제34조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체에게 같은 항 각 호의 사실을 알리지 아니한 자 18. 18.  제34조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 보호위원회 또는 대통령령으로 정하는 전문기관에 신고하지 아니한 자 19. 19.  제35조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 열람을 제한하거나 거절한 자 20. 20.  제35조의3제1항에 따른 지정을 받지 아니하고 같은 항 제2호의 업무를 수행한 자 21. 21.  제35조의3제3항을 위반한 자 22. 22.  제36조제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정정ㆍ삭제 등 필요한 조치를 하지 아니한 자 23. 23.  제37조제3항 또는 제5항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 파기 등 필요한 조치를 하지 아니한 자 24. 24.  제37조의2제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정당한 사유 없이 정보주체의 요구에 따르지 아니한 자 25. 25.  제63조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)에 따른 관계 물품ㆍ서류 등 자료를 제출하지 아니하거나 거짓으로 제출한 자 26. 26.  제63조제2항(제26조제8항에 따라 준용되는 경우를 포함한다)에 따른 출입ㆍ검사를 거부ㆍ방해 또는 기피한 자 27. 27.  제64조제1항에 따른 시정조치 명령에 따르지 아니한 자 ③ 개정 2025.4.1 ③ 다음 각 호의 어느 하나에 해당하는 자에게는 2천만원 이하의 과태료를 부과한다. <개정 2025.4.1> 1. 1.  제26조제6항을 위반하여 위탁자의 동의를 받지 아니하고 제3자에게 다시 위탁한 자 2. 2.  제31조의2제1항을 위반하여 국내대리인을 지정하지 아니한 자 3. 3.  제31조의2제2항을 위반하여 국내대리인을 지정한 자 4. 4.  제31조의2제3항을 위반하여 국내대리인을 관리ㆍ감독하지 아니한 자 ④ 개정 2025.4.1 ④ 다음 각 호의 어느 하나에 해당하는 자에게는 1천만원 이하의 과태료를 부과한다. <개정 2025.4.1> 1. 1.  제11조의2제2항을 위반하여 정당한 사유 없이 자료를 제출하지 아니하거나 거짓으로 제출한 자 2. 2.  제21조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보를 분리하여 저장ㆍ관리하지 아니한 자 3. 3.  제22조제1항부터 제3항까지(제26조제8항에 따라 준용되는 경우를 포함한다)를 위반하여 동의를 받은 자 4. 4.  제26조제1항을 위반하여 업무 위탁 시 같은 항 각 호의 내용이 포함된 문서로 하지 아니한 자 5. 5.  제26조제2항을 위반하여 위탁하는 업무의 내용과 수탁자를 공개하지 아니한 자 6. 6.  제27조제1항ㆍ제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체에게 개인정보의 이전 사실을 알리지 아니한 자 7. 7.  제28조의4제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 관련 기록을 작성하여 보관하지 아니한 자 8. 8.  제30조제1항 또는 제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보 처리방침을 정하지 아니하거나 이를 공개하지 아니한 자 9. 9.  제31조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보 보호책임자를 지정하지 아니한 자 9. 2 9의2.  제31조의2제4항을 위반하여 국내대리인의 성명ㆍ주소ㆍ전화번호 및 전자우편 주소를 개인정보 처리방침에 포함하지 아니한 자 10. 10.  제35조제3항ㆍ제4항, 제36조제2항ㆍ제4항 또는 제37조제4항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체에게 알려야 할 사항을 알리지 아니한 자 11. 11.  제45조제1항에 따른 자료를 정당한 사유 없이 제출하지 아니하거나 거짓으로 제출한 자 12. 12.  제45조제2항에 따른 출입ㆍ조사ㆍ열람을 정당한 사유 없이 거부ㆍ방해 또는 기피한 자 ⑤ ⑤ 제1항부터 제4항까지에 따른 과태료는 대통령령으로 정하는 바에 따라 보호위원회가 부과ㆍ징수한다. 이 경우 보호위원회는 위반행위의 정도ㆍ동기ㆍ결과, 개인정보처리자의 규모 등을 고려하여 과태료를 감경하거나 면제할 수 있다. 1. 1.  제25조제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고정형 영상정보처리기기를 설치ㆍ운영한 자 2. 2.  제25조의2제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 이동형 영상정보처리기기로 사람 또는 그 사람과 관련된 사물의 영상을 촬영한 자 1. 1.  제16조제3항ㆍ제22조제5항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 재화 또는 서비스의 제공을 거부한 자 2. 2.  제20조제1항ㆍ제2항을 위반하여 정보주체에게 같은 조 제1항 각 호의 사실을 알리지 아니한 자 3. 3.  제20조의2제1항을 위반하여 개인정보의 이용ㆍ제공 내역이나 이용ㆍ제공 내역을 확인할 수 있는 정보시스템에 접속하는 방법을 통지하지 아니한 자 4. 4.  제21조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보의 파기 등 필요한 조치를 하지 아니한 자 5. 5.  제23조제2항ㆍ제24조제3항ㆍ제25조제6항(제25조의2제4항에 따라 준용되는 경우를 포함한다)ㆍ제28조의4제1항ㆍ제29조(제26조제8항에 따라 준용되는 경우를 포함한다)를 위반하여 안전성 확보에 필요한 조치를 하지 아니한 자 6. 6.  제23조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 민감정보의 공개 가능성 및 비공개를 선택하는 방법을 알리지 아니한 자 7. 7.  제24조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 주민등록번호를 처리한 자 8. 8.  제24조의2제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 암호화 조치를 하지 아니한 자 9. 9.  제24조의2제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체가 주민등록번호를 사용하지 아니할 수 있는 방법을 제공하지 아니한 자 10. 10.  제25조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 고정형 영상정보처리기기를 설치ㆍ운영한 자 11. 11.  제25조의2제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 사람 또는 그 사람과 관련된 사물의 영상을 촬영한 자 12. 12.  제26조제3항을 위반하여 정보주체에게 알려야 할 사항을 알리지 아니한 자 13. 13.  제28조의5제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인을 알아볼 수 있는 정보가 생성되었음에도 이용을 중지하지 아니하거나 이를 회수ㆍ파기하지 아니한 자 14. 14.  제28조의8제4항(제26조제8항 및 제28조의11에 따라 준용되는 경우를 포함한다)을 위반하여 보호조치를 하지 아니한 자 15. 15.  제32조의2제6항을 위반하여 인증을 받지 아니하였음에도 거짓으로 인증의 내용을 표시하거나 홍보한 자 16. 16.  제33조제1항을 위반하여 영향평가를 하지 아니하거나 그 결과를 보호위원회에 제출하지 아니한 자 17. 17.  제34조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체에게 같은 항 각 호의 사실을 알리지 아니한 자 18. 18.  제34조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 보호위원회 또는 대통령령으로 정하는 전문기관에 신고하지 아니한 자 19. 19.  제35조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 열람을 제한하거나 거절한 자 20. 20.  제35조의3제1항에 따른 지정을 받지 아니하고 같은 항 제2호의 업무를 수행한 자 21. 21.  제35조의3제3항을 위반한 자 22. 22.  제36조제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정정ㆍ삭제 등 필요한 조치를 하지 아니한 자 23. 23.  제37조제3항 또는 제5항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 파기 등 필요한 조치를 하지 아니한 자 24. 24.  제37조의2제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정당한 사유 없이 정보주체의 요구에 따르지 아니한 자 25. 25.  제63조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)에 따른 관계 물품ㆍ서류 등 자료를 제출하지 아니하거나 거짓으로 제출한 자 26. 26.  제63조제2항(제26조제8항에 따라 준용되는 경우를 포함한다)에 따른 출입ㆍ검사를 거부ㆍ방해 또는 기피한 자 27. 27.  제64조제1항에 따른 시정조치 명령에 따르지 아니한 자 1. 1.  제26조제6항을 위반하여 위탁자의 동의를 받지 아니하고 제3자에게 다시 위탁한 자 2. 2.  제31조의2제1항을 위반하여 국내대리인을 지정하지 아니한 자 3. 3.  제31조의2제2항을 위반하여 국내대리인을 지정한 자 4. 4.  제31조의2제3항을 위반하여 국내대리인을 관리ㆍ감독하지 아니한 자 1. 1.  제11조의2제2항을 위반하여 정당한 사유 없이 자료를 제출하지 아니하거나 거짓으로 제출한 자 2. 2.  제21조제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보를 분리하여 저장ㆍ관리하지 아니한 자 3. 3.  제22조제1항부터 제3항까지(제26조제8항에 따라 준용되는 경우를 포함한다)를 위반하여 동의를 받은 자 4. 4.  제26조제1항을 위반하여 업무 위탁 시 같은 항 각 호의 내용이 포함된 문서로 하지 아니한 자 5. 5.  제26조제2항을 위반하여 위탁하는 업무의 내용과 수탁자를 공개하지 아니한 자 6. 6.  제27조제1항ㆍ제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체에게 개인정보의 이전 사실을 알리지 아니한 자 7. 7.  제28조의4제3항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 관련 기록을 작성하여 보관하지 아니한 자 8. 8.  제30조제1항 또는 제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보 처리방침을 정하지 아니하거나 이를 공개하지 아니한 자 9. 9.  제31조제1항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보 보호책임자를 지정하지 아니한 자 9. 2 9의2.  제31조의2제4항을 위반하여 국내대리인의 성명ㆍ주소ㆍ전화번호 및 전자우편 주소를 개인정보 처리방침에 포함하지 아니한 자 10. 10.  제35조제3항ㆍ제4항, 제36조제2항ㆍ제4항 또는 제37조제4항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 정보주체에게 알려야 할 사항을 알리지 아니한 자 11. 11.  제45조제1항에 따른 자료를 정당한 사유 없이 제출하지 아니하거나 거짓으로 제출한 자 12. 12.  제45조제2항에 따른 출입ㆍ조사ㆍ열람을 정당한 사유 없이 거부ㆍ방해 또는 기피한 자"
개인정보 보호법,140,제76조(과태료에 관한 규정 적용의 특례) 제75조의 과태료에 관한 규정을 적용할 때 제64조의2에 따라 과징금을 부과한 행위에 대하여는 과태료를 부과할 수 없다. <개정 2023.3.14>
개인정보 보호법 시행령,1,제1장 총칙
개인정보 보호법 시행령,2,제1조(목적) 이 영은 「개인정보 보호법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
개인정보 보호법 시행령,3,"제2조(공공기관의 범위) 「개인정보 보호법」(이하 ""법""이라 한다) 제2조제6호나목에서 ""대통령령으로 정하는 기관""이란 다음 각 호의 기관을 말한다. <개정 2020.7.14, 2025.9.23> 1. 1.  「국가인권위원회법」 제3조에 따른 국가인권위원회 1. 2 1의2.  「고위공직자범죄수사처 설치 및 운영에 관한 법률」 제3조제1항에 따른 고위공직자범죄수사처 2. 2.  「공공기관의 운영에 관한 법률」 제4조에 따른 공공기관 3. 3.  「지방공기업법」에 따른 지방공사와 지방공단 3. 2 3의2.  「지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률」 제5조에 따라 지정ㆍ고시된 출자기관 또는 출연기관 4. 4.  특별법에 따라 설립된 특수법인 5. 5.  「초ㆍ중등교육법」, 「고등교육법」, 그 밖의 다른 법률에 따라 설치된 각급 학교 1. 1.  「국가인권위원회법」 제3조에 따른 국가인권위원회 1. 2 1의2.  「고위공직자범죄수사처 설치 및 운영에 관한 법률」 제3조제1항에 따른 고위공직자범죄수사처 2. 2.  「공공기관의 운영에 관한 법률」 제4조에 따른 공공기관 3. 3.  「지방공기업법」에 따른 지방공사와 지방공단 3. 2 3의2.  「지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률」 제5조에 따라 지정ㆍ고시된 출자기관 또는 출연기관 4. 4.  특별법에 따라 설립된 특수법인 5. 5.  「초ㆍ중등교육법」, 「고등교육법」, 그 밖의 다른 법률에 따라 설치된 각급 학교"
개인정보 보호법 시행령,4,"제3조(영상정보처리기기의 범위) ① ① 법 제2조제7호에서 ""대통령령으로 정하는 장치""란 다음 각 호의 장치를 말한다. <개정 2023.9.12> 1. 1.  폐쇄회로 텔레비전: 다음 각 목의 어느 하나에 해당하는 장치 가. 가.  일정한 공간에 설치된 카메라를 통하여 지속적 또는 주기적으로 영상 등을 촬영하거나 촬영한 영상정보를 유무선 폐쇄회로 등의 전송로를 통하여 특정 장소에 전송하는 장치 나. 나.  가목에 따라 촬영되거나 전송된 영상정보를 녹화ㆍ기록할 수 있도록 하는 장치 2. 2.  네트워크 카메라: 일정한 공간에 설치된 기기를 통하여 지속적 또는 주기적으로 촬영한 영상정보를 그 기기를 설치ㆍ관리하는 자가 유무선 인터넷을 통하여 어느 곳에서나 수집ㆍ저장 등의 처리를 할 수 있도록 하는 장치 ② ② 법 제2조제7호의2에서 ""대통령령으로 정하는 장치""란 다음 각 호의 장치를 말한다. <신설 2023.9.12> 1. 1.  착용형 장치: 안경 또는 시계 등 사람의 신체 또는 의복에 착용하여 영상 등을 촬영하거나 촬영한 영상정보를 수집ㆍ저장 또는 전송하는 장치 2. 2.  휴대형 장치: 이동통신단말장치 또는 디지털 카메라 등 사람이 휴대하면서 영상 등을 촬영하거나 촬영한 영상정보를 수집ㆍ저장 또는 전송하는 장치 3. 3.  부착ㆍ거치형 장치: 차량이나 드론 등 이동 가능한 물체에 부착 또는 거치(据置)하여 영상 등을 촬영하거나 촬영한 영상정보를 수집ㆍ저장 또는 전송하는 장치 1. 1.  폐쇄회로 텔레비전: 다음 각 목의 어느 하나에 해당하는 장치 가. 가.  일정한 공간에 설치된 카메라를 통하여 지속적 또는 주기적으로 영상 등을 촬영하거나 촬영한 영상정보를 유무선 폐쇄회로 등의 전송로를 통하여 특정 장소에 전송하는 장치 나. 나.  가목에 따라 촬영되거나 전송된 영상정보를 녹화ㆍ기록할 수 있도록 하는 장치 2. 2.  네트워크 카메라: 일정한 공간에 설치된 기기를 통하여 지속적 또는 주기적으로 촬영한 영상정보를 그 기기를 설치ㆍ관리하는 자가 유무선 인터넷을 통하여 어느 곳에서나 수집ㆍ저장 등의 처리를 할 수 있도록 하는 장치 1. 1.  착용형 장치: 안경 또는 시계 등 사람의 신체 또는 의복에 착용하여 영상 등을 촬영하거나 촬영한 영상정보를 수집ㆍ저장 또는 전송하는 장치 2. 2.  휴대형 장치: 이동통신단말장치 또는 디지털 카메라 등 사람이 휴대하면서 영상 등을 촬영하거나 촬영한 영상정보를 수집ㆍ저장 또는 전송하는 장치 3. 3.  부착ㆍ거치형 장치: 차량이나 드론 등 이동 가능한 물체에 부착 또는 거치(据置)하여 영상 등을 촬영하거나 촬영한 영상정보를 수집ㆍ저장 또는 전송하는 장치 가. 가.  일정한 공간에 설치된 카메라를 통하여 지속적 또는 주기적으로 영상 등을 촬영하거나 촬영한 영상정보를 유무선 폐쇄회로 등의 전송로를 통하여 특정 장소에 전송하는 장치 나. 나.  가목에 따라 촬영되거나 전송된 영상정보를 녹화ㆍ기록할 수 있도록 하는 장치"
개인정보 보호법 시행령,5,제2장 개인정보 보호위원회
개인정보 보호법 시행령,6,제4조 삭제 <2020.8.4>
개인정보 보호법 시행령,7,"제4조의2(영리업무의 금지) 법 제7조제1항에 따른 개인정보 보호위원회(이하 ""보호위원회""라 한다)의 위원은 법 제7조의6제1항에 따라 영리를 목적으로 다음 각 호의 어느 하나에 해당하는 업무에 종사해서는 안 된다. 1. 1.  법 제7조의9제1항에 따라 보호위원회가 심의ㆍ의결하는 사항과 관련된 업무 2. 2.  법 제40조제1항에 따른 개인정보 분쟁조정위원회(이하 ""분쟁조정위원회""라 한다)가 조정하는 사항과 관련된 업무 1. 1.  법 제7조의9제1항에 따라 보호위원회가 심의ㆍ의결하는 사항과 관련된 업무 2. 2.  법 제40조제1항에 따른 개인정보 분쟁조정위원회(이하 ""분쟁조정위원회""라 한다)가 조정하는 사항과 관련된 업무"
개인정보 보호법 시행령,8,"제5조(전문위원회) ① ① 보호위원회는 법 제7조의9제1항에 따른 심의ㆍ의결 사항에 대하여 사전에 전문적으로 검토하기 위하여 보호위원회에 다음 각 호의 분야별 전문위원회(이하 ""전문위원회""라 한다)를 둔다. <개정 2020.8.4, 2023.9.12> 1. 1.  개인정보의 국외 이전 분야 2. 2.  그 밖에 보호위원회가 필요하다고 인정하는 분야 ② ② 제1항에 따라 전문위원회를 두는 경우 각 전문위원회는 위원장 1명을 포함한 20명 이내의 위원으로 성별을 고려하여 구성하되, 전문위원회 위원은 다음 각 호의 사람 중에서 보호위원회 위원장이 임명하거나 위촉하고, 전문위원회 위원장은 보호위원회 위원장이 전문위원회 위원 중에서 지명한다. <개정 2016.7.22, 2020.8.4, 2023.9.12> 1. 1.  보호위원회 위원 2. 2.  개인정보 보호 관련 업무를 담당하는 중앙행정기관의 관계 공무원 3. 3.  개인정보 보호에 관한 전문지식과 경험이 풍부한 사람 4. 4.  개인정보 보호와 관련된 단체 또는 사업자단체에 속하거나 그 단체의 추천을 받은 사람 ③ ③ 제1항 및 제2항에서 규정한 사항 외에 전문위원회의 구성 및 운영 등에 필요한 사항은 보호위원회의 의결을 거쳐 보호위원회 위원장이 정한다. <신설 2023.9.12> 1. 1.  개인정보의 국외 이전 분야 2. 2.  그 밖에 보호위원회가 필요하다고 인정하는 분야 1. 1.  보호위원회 위원 2. 2.  개인정보 보호 관련 업무를 담당하는 중앙행정기관의 관계 공무원 3. 3.  개인정보 보호에 관한 전문지식과 경험이 풍부한 사람 4. 4.  개인정보 보호와 관련된 단체 또는 사업자단체에 속하거나 그 단체의 추천을 받은 사람"
개인정보 보호법 시행령,9,"제5조의2(개인정보 보호 정책협의회) ① ① 개인정보 보호 정책의 일관성 있는 추진과 개인정보 보호 관련 사안에 대한 관계 중앙행정기관 간 협의를 위하여 보호위원회에 개인정보 보호 정책협의회(이하 ""정책협의회""라 한다)를 둘 수 있다. ② ② 정책협의회는 다음 각 호의 사항을 협의한다. 1. 1.  법 제9조에 따른 개인정보 보호 기본계획 및 법 제10조에 따른 시행계획 등 개인정보 보호와 관련된 주요 정책 2. 2.  개인정보 보호와 관련된 주요 법령의 제ㆍ개정 3. 3.  개인정보 보호와 관련된 주요 정책의 협력 및 의견조정 4. 4.  개인정보 침해사고 예방 및 대응 5. 5.  개인정보 보호 기술개발 및 전문인력의 양성 6. 6.  그 밖에 개인정보 보호와 관련하여 관계 중앙행정기관 간 협의가 필요한 사항 ③ ③ 정책협의회는 관계 중앙행정기관의 고위공무원단에 속하는 공무원 또는 그에 상당하는 공무원으로서 개인정보 보호와 관련된 업무를 담당하는 사람 중 소속 기관의 장이 지명하는 사람으로 구성하되, 정책협의회의 의장(이하 이 조에서 ""의장""이라 한다)은 보호위원회의 부위원장으로 한다. ④ ④ 정책협의회는 업무를 수행하기 위하여 필요한 경우에는 실무협의회 또는 분야별 협의회를 둘 수 있다. ⑤ ⑤ 실무협의회 및 분야별 협의회의 의장은 보호위원회 소속 공무원 중에서 의장이 임명한다. ⑥ ⑥ 정책협의회, 실무협의회 및 분야별 협의회는 업무를 수행하기 위하여 필요한 경우에는 관계 기관ㆍ단체 및 전문가 등에게 출석, 자료 또는 의견의 제출 등 필요한 협조를 요청할 수 있다. ⑦ ⑦ 제1항부터 제6항까지에서 규정한 사항 외에 정책협의회의 운영 등에 필요한 사항은 정책협의회의 의결을 거쳐 의장이 정한다. 1. 1.  법 제9조에 따른 개인정보 보호 기본계획 및 법 제10조에 따른 시행계획 등 개인정보 보호와 관련된 주요 정책 2. 2.  개인정보 보호와 관련된 주요 법령의 제ㆍ개정 3. 3.  개인정보 보호와 관련된 주요 정책의 협력 및 의견조정 4. 4.  개인정보 침해사고 예방 및 대응 5. 5.  개인정보 보호 기술개발 및 전문인력의 양성 6. 6.  그 밖에 개인정보 보호와 관련하여 관계 중앙행정기관 간 협의가 필요한 사항"
개인정보 보호법 시행령,10,"제5조의3(시ㆍ도 개인정보 보호 관계 기관 협의회) ① ① 개인정보 보호 정책의 효율적인 추진과 자율적인 개인정보 보호 강화를 위하여 특별시, 광역시, 특별자치시, 도, 특별자치도(이하 ""시ㆍ도""라 한다)에 시ㆍ도 개인정보 보호 관계 기관 협의회(이하 ""시ㆍ도협의회""라 한다)를 둘 수 있다. ② ② 시ㆍ도협의회는 다음 각 호의 사항을 협의한다. 1. 1.  시ㆍ도 개인정보 보호 정책 2. 2.  관계 기관ㆍ단체 등의 의견 수렴 및 전달 3. 3.  개인정보 보호 우수사례 공유 4. 4.  그 밖에 개인정보 보호와 관련하여 시ㆍ도협의회의 협의가 필요한 사항 ③ ③ 제1항 및 제2항에서 규정한 사항 외에 시ㆍ도협의회의 구성 및 운영 등에 필요한 사항은 시ㆍ도의 조례로 정한다. 1. 1.  시ㆍ도 개인정보 보호 정책 2. 2.  관계 기관ㆍ단체 등의 의견 수렴 및 전달 3. 3.  개인정보 보호 우수사례 공유 4. 4.  그 밖에 개인정보 보호와 관련하여 시ㆍ도협의회의 협의가 필요한 사항"
개인정보 보호법 시행령,11,"제6조(의사의 공개) 보호위원회의 의사(議事)는 공개한다. 다만, 보호위원회 위원장이 필요하다고 인정하는 경우에는 공개하지 아니할 수 있다."
